,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Rain in Last 3 Hours (inches),Snow in Last 3 Hours (inches),Weather Description
376,Wagar,US,2019-10-22 06:27:20,31.44,-87.99,71.01,94,100,3.04,0.06,0.0,overcast clouds
377,Bathsheba,BB,2019-10-22 06:23:23,13.22,-59.52,78.8,78,20,11.41,0.0,0.0,few clouds
378,Talcahuano,CL,2019-10-22 06:27:21,-36.72,-73.12,46.4,87,0,6.93,0.0,0.0,clear sky
379,Saint Anthony,US,2019-10-22 06:24:44,43.97,-111.68,41.0,65,75,10.29,0.0,0.0,broken clouds
380,Sangar,RU,2019-10-22 06:27:22,63.92,127.47,24.84,80,13,10.31,0.0,0.0,few clouds
381,Olinda,AU,2019-10-22 06:24:52,-37.84,145.39,73.99,49,0,9.17,0.0,0.0,clear sky
382,Meulaboh,ID,2019-10-22 06:27:22,4.14,96.13,81.97,75,89,7.54,0.0,0.0,overcast clouds
383,Tura,RU,2019-10-22 06:22:49,64.27,100.22,18.59,84,100,3.22,0.0,0.0,overcast clouds
384,Camacupa,AO,2019-10-22 06:27:23,-12.02,17.48,70.99,57,2,6.35,0.0,0.0,clear sky
385,Marsa Matruh,EG,2019-10-22 06:27:23,31.35,27.25,73.4,64,40,6.93,0.0,0.0,scattered clouds
386,Zorritos,PE,2019-10-22 06:24:17,-3.68,-80.68,71.1,80,94,6.46,0.0,0.0,overcast clouds
387,Onda,ES,2019-10-22 06:27:24,39.96,-0.26,57.99,87,40,8.05,0.0,0.0,moderate rain
388,Kipini,KE,2019-10-22 06:27:24,-2.53,40.53,81.75,78,11,9.75,0.38,0.0,light rain
389,Lima,PE,2019-10-22 06:27:24,-12.06,-77.04,60.8,87,90,6.93,0.0,0.0,overcast clouds
390,Kampong Chhnang,KH,2019-10-22 06:27:25,12.25,104.67,88.16,55,2,6.06,0.0,0.0,clear sky
391,Fuyu,CN,2019-10-22 06:27:25,47.79,124.46,53.47,21,25,7.49,0.0,0.0,scattered clouds
392,Arsenyev,RU,2019-10-22 06:27:25,44.16,133.27,59.07,39,14,4.54,0.0,0.0,few clouds
393,General Roca,AR,2019-10-22 06:27:26,-39.03,-67.58,50.0,29,0,4.7,0.0,0.0,clear sky
394,Skibbereen,IE,2019-10-22 06:27:26,51.55,-9.27,44.6,81,75,5.82,0.0,0.0,broken clouds
395,Toguchin,RU,2019-10-22 06:27:26,55.24,84.4,27.0,69,97,14.58,0.0,0.0,overcast clouds
396,Matara,BI,2019-10-22 06:23:17,-3.48,29.48,66.07,78,68,2.51,0.75,0.0,light rain
397,Vostok,RU,2019-10-22 06:27:27,46.45,135.83,51.42,34,0,3.29,0.0,0.0,clear sky
398,Shenzhen,CN,2019-10-22 06:27:27,22.54,114.05,86.0,51,20,6.71,0.0,0.0,few clouds
399,Broken Hill,AU,2019-10-22 06:24:04,-31.97,141.45,84.2,13,87,9.17,0.0,0.0,overcast clouds
400,Pangnirtung,CA,2019-10-22 06:27:28,66.15,-65.72,27.12,59,80,1.01,0.0,0.0,broken clouds
401,Lipin Bor,RU,2019-10-22 06:27:28,60.26,37.97,35.13,89,100,6.82,0.0,0.0,overcast clouds
402,Rawson,AR,2019-10-22 06:23:28,-43.3,-65.11,48.29,78,97,30.98,0.0,0.0,overcast clouds
403,Ipojuca,BR,2019-10-22 06:27:29,-8.4,-35.06,73.4,88,40,2.24,0.0,0.0,scattered clouds
404,Tefe,BR,2019-10-22 06:27:29,-3.35,-64.71,73.27,89,25,1.83,0.0,0.0,scattered clouds
405,Masuda,JP,2019-10-22 06:27:29,34.68,131.85,75.2,73,75,5.82,0.0,0.0,broken clouds
406,Mujiayingzi,CN,2019-10-22 06:27:30,42.12,118.78,65.53,17,0,2.95,0.0,0.0,clear sky
407,Havelock,US,2019-10-22 06:27:30,34.88,-76.9,64.4,82,90,8.05,0.0,0.0,overcast clouds
408,Mungwi,ZM,2019-10-22 06:27:30,-10.17,31.37,78.46,49,17,5.77,0.0,0.0,few clouds
409,Sao Jose Da Coroa Grande,BR,2019-10-22 06:27:30,-8.9,-35.15,77.76,73,89,13.53,0.19,0.0,light rain
410,Oskemen,KZ,2019-10-22 06:27:31,49.96,82.61,23.0,73,40,4.47,0.0,0.0,scattered clouds
411,Diamantino,BR,2019-10-22 06:27:31,-14.4,-56.44,72.0,92,100,1.16,0.0,0.0,overcast clouds
412,Ucar,AZ,2019-10-22 06:27:31,40.51,47.65,62.6,77,90,8.05,0.0,0.0,overcast clouds
413,Bambanglipuro,ID,2019-10-22 06:27:32,-7.95,110.28,88.21,48,0,16.84,0.0,0.0,clear sky
414,Boa Vista,BR,2019-10-22 06:27:32,2.82,-60.67,78.8,83,40,5.82,0.0,0.0,scattered clouds
415,Siavonga,ZW,2019-10-22 06:27:32,-16.54,28.71,85.57,34,51,11.01,0.0,0.0,broken clouds
416,Weyburn,CA,2019-10-22 06:27:33,49.67,-103.85,27.0,80,0,3.31,0.0,0.0,clear sky
417,Saint-Augustin,CA,2019-10-22 06:27:33,45.63,-73.98,48.0,81,40,5.82,0.0,0.0,scattered clouds
418,Poplaca,RO,2019-10-22 06:27:33,45.73,24.05,46.0,93,0,3.36,0.0,0.0,clear sky
419,Stepnyak,KZ,2019-10-22 06:27:33,52.83,70.79,31.05,69,45,16.82,0.0,0.0,scattered clouds
420,Mount Gambier,AU,2019-10-22 06:27:34,-37.83,140.78,77.0,44,0,9.17,0.0,0.0,clear sky
421,Maceio,BR,2019-10-22 06:24:02,-9.67,-35.74,69.8,100,99,5.82,0.0,0.0,overcast clouds
422,Adre,TD,2019-10-22 06:27:34,13.47,22.2,79.9,38,48,3.38,0.0,0.0,scattered clouds
423,Luau,CD,2019-10-22 06:27:35,-10.7,22.23,72.97,68,42,4.72,0.0,0.0,scattered clouds
424,Sishui,CN,2019-10-22 06:27:35,35.66,117.27,73.0,30,97,3.44,0.0,0.0,overcast clouds
425,Pundaguitan,PH,2019-10-22 06:27:35,6.37,126.17,83.79,72,62,4.76,0.69,0.0,light rain
426,Ewa Beach,US,2019-10-22 06:27:36,21.32,-158.01,82.4,88,75,6.93,0.0,0.0,broken clouds
427,Huarmey,PE,2019-10-22 06:27:36,-10.07,-78.15,57.47,86,88,1.92,0.0,0.0,overcast clouds
428,Kaeo,NZ,2019-10-22 06:27:36,-35.1,173.78,61.0,86,22,15.82,0.06,0.0,few clouds
429,Makokou,GA,2019-10-22 06:27:37,0.56,12.85,70.45,96,100,1.28,0.19,0.0,light rain
430,Stephenville,CA,2019-10-22 06:27:37,48.55,-58.59,41.0,86,40,2.24,0.0,0.0,scattered clouds
431,Auki,NG,2019-10-22 06:27:38,12.18,6.51,76.35,72,51,3.91,0.0,0.0,broken clouds
432,Whakatane,NZ,2019-10-22 06:27:38,-37.96,176.99,61.0,55,3,1.99,0.0,0.0,clear sky
433,Manavalakurichi,IN,2019-10-22 06:27:38,8.13,77.3,87.8,66,75,4.7,0.0,0.0,broken clouds
434,Upata,VE,2019-10-22 06:27:38,8.02,-62.41,75.99,86,31,3.0,0.0,0.0,scattered clouds
435,Havoysund,NO,2019-10-22 06:27:39,71.0,24.66,28.4,79,75,21.92,0.0,0.0,broken clouds
436,Pontalina,BR,2019-10-22 06:27:39,-17.52,-49.45,69.3,92,100,8.23,4.69,0.0,moderate rain
437,Tete,MZ,2019-10-22 06:27:39,-16.16,33.59,91.4,41,35,3.36,0.0,0.0,smoke
438,Nieuw Amsterdam,SR,2019-10-22 06:27:39,5.88,-55.08,77.0,94,72,1.12,0.0,0.0,broken clouds
439,Mocuba,MZ,2019-10-22 06:27:40,-16.84,36.99,92.57,40,28,5.79,0.0,0.0,scattered clouds
440,Filingue,NE,2019-10-22 06:27:40,14.35,3.32,84.96,48,20,6.64,0.0,0.0,few clouds
441,Durres,AL,2019-10-22 06:27:40,41.32,19.44,57.2,93,0,3.36,0.0,0.0,clear sky
442,Tiznit,MA,2019-10-22 06:24:09,29.7,-9.73,49.35,88,45,11.43,0.0,0.0,scattered clouds
443,Griffith,AU,2019-10-22 06:27:41,-34.29,146.06,87.8,17,0,6.93,0.0,0.0,clear sky
444,Weatherford,US,2019-10-22 06:27:42,32.76,-97.8,55.99,75,1,5.03,0.0,0.0,clear sky
445,Kalmunai,LK,2019-10-22 06:27:42,7.42,81.82,78.91,84,100,6.76,0.12,0.0,light rain
446,Kochevo,BG,2019-10-22 06:27:43,42.1,24.92,53.6,81,0,2.1,0.0,0.0,clear sky
447,Thessalon,CA,2019-10-22 06:27:43,46.26,-83.55,55.4,93,90,10.29,0.0,0.0,moderate rain
448,Burnie,AU,2019-10-22 06:23:13,-41.05,145.91,66.0,63,51,8.01,0.0,0.0,broken clouds
449,Vallenar,CL,2019-10-22 06:27:43,-28.58,-70.76,50.45,66,91,1.92,0.0,0.0,overcast clouds
450,Lodja,CD,2019-10-22 06:27:43,-3.52,23.6,72.36,94,100,0.67,0.0,0.0,overcast clouds
451,Kajaani,FI,2019-10-22 06:27:44,64.22,27.73,33.8,100,90,14.99,0.0,0.0,overcast clouds
452,Poum,MK,2019-10-22 06:22:29,41.28,20.71,46.4,87,0,2.24,0.0,0.0,clear sky
453,Santiago Del Estero,AR,2019-10-22 06:27:44,-27.8,-64.26,61.29,60,0,7.27,0.0,0.0,clear sky
454,Camacha,PT,2019-10-22 06:24:10,33.08,-16.33,64.4,68,20,13.87,0.0,0.0,few clouds
455,Taoudenni,ML,2019-10-22 06:27:45,22.68,-3.98,84.13,22,0,7.76,0.0,0.0,clear sky
456,Mankachar,IN,2019-10-22 06:27:45,25.53,89.87,84.38,52,0,4.54,0.0,0.0,clear sky
457,Erdenet,MN,2019-10-22 06:27:45,49.03,104.04,21.63,89,100,14.25,0.0,0.87,light snow
458,Deputatskiy,RU,2019-10-22 06:27:46,69.3,139.9,7.09,79,26,2.35,0.0,0.0,scattered clouds
459,Cayenne,GF,2019-10-22 06:25:00,4.94,-52.33,75.2,94,40,3.67,0.0,0.0,scattered clouds
460,Isoka,ZM,2019-10-22 06:27:46,-10.15,32.64,78.62,50,8,5.99,0.0,0.0,clear sky
461,Lagoa,PT,2019-10-22 06:22:45,37.14,-8.45,55.99,82,20,6.93,0.0,0.0,shower rain
462,Shelburne,CA,2019-10-22 06:27:47,44.08,-80.2,57.0,87,90,5.82,0.0,0.0,light rain
463,Mount Isa,AU,2019-10-22 06:27:47,-20.73,139.49,95.0,17,90,10.29,0.0,0.0,overcast clouds
464,Keti Bandar,PK,2019-10-22 06:27:47,24.14,67.45,89.65,36,100,5.46,0.0,0.0,overcast clouds
465,Gubkinskiy,RU,2019-10-22 06:23:09,64.43,76.5,25.93,88,93,18.57,0.0,0.0,overcast clouds
466,Tenenkou,ML,2019-10-22 06:27:48,14.46,-4.91,80.51,64,72,5.61,0.0,0.0,broken clouds
467,Prachuap Khiri Khan,TH,2019-10-22 06:27:48,11.81,99.79,84.42,70,54,8.68,0.0,0.0,broken clouds
468,Thunder Bay,CA,2019-10-22 06:27:49,48.41,-89.26,51.8,93,90,8.05,0.0,0.0,light intensity shower rain
469,Tadine,NC,2019-10-22 06:27:49,-21.55,167.88,72.39,80,100,11.9,0.13,0.0,light rain
470,Grand Baie,MU,2019-10-22 06:27:50,-20.02,57.58,80.6,69,75,18.34,0.0,0.0,broken clouds
471,Bandarbeyla,SO,2019-10-22 06:27:50,9.49,50.81,81.21,74,0,8.93,0.0,0.0,clear sky
472,Vila Velha,BR,2019-10-22 06:23:57,-3.71,-38.6,78.8,78,40,5.82,0.0,0.0,scattered clouds
473,Santa Isabel,MX,2019-10-22 06:27:50,32.63,-115.58,71.6,20,1,8.05,0.0,0.0,clear sky
474,Belaya Gora,RU,2019-10-22 06:22:49,68.54,146.19,7.03,93,41,5.48,0.0,0.0,scattered clouds
475,Barcelos,BR,2019-10-22 06:27:51,-0.97,-62.93,73.42,89,91,0.87,0.0,0.0,overcast clouds
476,Novokayakent,RU,2019-10-22 06:27:51,42.39,47.99,62.6,63,7,4.47,0.0,0.0,clear sky
477,Saint-Leu,RE,2019-10-22 06:27:52,-21.15,55.28,80.6,74,42,5.82,0.0,0.0,scattered clouds
478,Ouadda,CF,2019-10-22 06:27:52,8.07,22.4,68.99,94,100,1.97,0.25,0.0,light rain
479,Dezful,IR,2019-10-22 06:27:52,32.38,48.4,82.96,31,97,6.91,1.12,0.0,light rain
480,Rock Springs,US,2019-10-22 06:27:53,41.59,-109.2,33.8,69,90,16.11,0.0,0.0,overcast clouds
481,Charters Towers,AU,2019-10-22 06:22:56,-20.07,146.27,87.42,26,0,17.09,0.0,0.0,clear sky
482,San Giovanni Rotondo,IT,2019-10-22 06:27:53,41.71,15.73,62.6,93,90,2.24,0.0,0.0,fog
483,Poyarkovo,RU,2019-10-22 06:27:54,49.62,128.65,48.43,24,0,16.49,0.0,0.0,clear sky
484,Loa Janan,ID,2019-10-22 06:27:54,-0.58,117.09,87.76,67,53,2.64,1.69,0.0,light rain
485,Kjopsvik,NO,2019-10-22 06:27:54,68.1,16.37,41.0,86,75,24.16,0.0,0.0,light rain
486,Haysville,US,2019-10-22 06:27:55,37.56,-97.35,46.99,39,1,10.29,0.0,0.0,clear sky
487,Miyako,JP,2019-10-22 06:27:55,33.63,130.94,79.0,57,20,2.24,0.0,0.0,few clouds
488,Wunsiedel,DE,2019-10-22 06:27:55,50.04,12.0,52.0,100,90,2.57,0.0,0.0,fog
489,Cabimas,VE,2019-10-22 06:27:56,10.39,-71.44,80.37,79,100,12.66,0.0,0.0,overcast clouds
490,Cururupu,BR,2019-10-22 06:27:56,-1.82,-44.87,71.89,99,23,2.21,0.0,0.0,few clouds
491,Ahipara,NZ,2019-10-22 06:27:56,-35.17,173.16,61.0,86,0,21.09,0.25,0.0,light rain
492,Tortoli,IT,2019-10-22 06:27:57,39.93,9.66,66.2,88,5,5.82,0.0,0.0,clear sky
493,Forestville,CA,2019-10-22 06:27:57,48.74,-69.09,32.0,82,5,5.82,0.0,0.0,clear sky
494,Rio Grande,BR,2019-10-22 06:27:57,-32.03,-52.1,56.48,84,43,10.89,0.0,0.0,scattered clouds
495,Nortelandia,BR,2019-10-22 06:27:57,-14.45,-56.8,71.33,94,100,0.76,0.0,0.0,overcast clouds
496,Panaba,MX,2019-10-22 06:27:58,21.28,-88.27,77.34,93,20,6.51,0.0,0.0,few clouds
497,Cockburn Town,TC,2019-10-22 06:27:58,21.46,-71.14,82.99,78,63,13.98,0.44,0.0,light rain
498,Kholodnyy,RU,2019-10-22 06:27:58,62.72,147.95,5.41,98,58,3.22,0.0,0.0,broken clouds
499,Westport,US,2019-10-22 06:24:55,41.14,-73.36,55.99,81,1,4.7,0.0,0.0,clear sky
500,Amapa,HN,2019-10-22 06:27:59,15.09,-87.97,75.99,94,20,6.93,0.0,0.0,few clouds
501,Evensk,RU,2019-10-22 06:27:59,61.92,159.24,17.15,62,0,7.45,0.0,0.0,clear sky
502,Qesarya,IL,2019-10-22 06:27:59,32.52,34.9,75.0,68,15,3.36,0.0,0.0,few clouds
503,Makakilo City,US,2019-10-22 06:23:57,21.35,-158.09,82.4,88,75,6.93,0.0,0.0,broken clouds
504,Aripuana,BR,2019-10-22 06:28:00,-9.17,-60.63,72.39,98,100,2.93,0.0,0.0,overcast clouds
505,Buraydah,SA,2019-10-22 06:24:36,26.33,43.97,75.2,44,100,2.24,0.0,0.0,overcast clouds
506,Byron Bay,AU,2019-10-22 06:28:00,-28.65,153.62,75.2,64,46,10.29,0.0,0.0,scattered clouds
507,Port-Gentil,GA,2019-10-22 06:24:01,-0.72,8.78,78.8,88,40,4.7,0.0,0.0,scattered clouds
508,Sakaiminato,JP,2019-10-22 06:28:01,35.55,133.23,71.6,56,75,9.17,0.0,0.0,broken clouds
509,Hashtrud,IR,2019-10-22 06:28:01,37.48,47.05,52.38,67,100,7.49,0.0,0.0,overcast clouds
510,Svetlogorsk,RU,2019-10-22 06:28:02,53.14,59.15,42.8,60,75,20.13,0.0,0.0,broken clouds
511,Mogadishu,SO,2019-10-22 06:28:02,2.04,45.34,82.4,69,40,5.82,0.0,0.0,scattered clouds
512,Mecca,SA,2019-10-22 06:24:18,21.43,39.83,83.19,59,0,4.45,0.0,0.0,clear sky
513,Seymchan,RU,2019-10-22 06:28:02,62.93,152.39,6.24,99,61,1.77,0.0,0.0,broken clouds
514,Tuatapere,NZ,2019-10-22 06:22:36,-46.13,167.69,43.0,88,100,11.99,3.06,0.0,moderate rain
515,Straumen,NO,2019-10-22 06:28:03,63.87,11.3,53.01,53,90,16.11,0.0,0.0,overcast clouds
516,Sibolga,ID,2019-10-22 06:28:03,1.74,98.78,79.68,90,98,3.36,5.44,0.0,moderate rain
517,Deyang,CN,2019-10-22 06:28:04,31.12,104.39,71.01,61,100,5.01,0.0,0.0,overcast clouds
518,San Javier,BR,2019-10-22 06:28:04,-27.87,-55.13,54.0,96,15,3.58,0.0,0.0,few clouds
519,Santa Cruz,BR,2019-10-22 06:28:04,-6.22,-36.02,69.03,88,56,2.46,0.0,0.0,broken clouds
520,Itarema,BR,2019-10-22 06:23:52,-2.92,-39.92,77.22,73,73,7.16,0.0,0.0,broken clouds
521,Rocha,UY,2019-10-22 06:28:05,-34.48,-54.34,44.28,93,0,3.8,0.0,0.0,clear sky
522,Sao Francisco,BR,2019-10-22 06:28:05,-25.65,-53.85,60.8,93,90,2.24,0.0,0.0,overcast clouds
523,Marawi,PH,2019-10-22 06:28:06,8.0,124.29,84.99,78,44,5.01,6.25,0.0,moderate rain
524,Dingle,PH,2019-10-22 06:28:06,11.0,122.67,82.99,80,57,7.14,8.25,0.0,moderate rain
525,Mvomero,TZ,2019-10-22 06:28:06,-6.3,37.45,75.2,78,20,2.93,0.0,0.0,few clouds
526,Novokizhinginsk,RU,2019-10-22 06:28:06,51.61,109.59,29.82,42,100,6.89,0.0,0.0,overcast clouds
527,Bullhead City,US,2019-10-22 06:28:07,35.15,-114.57,73.4,11,1,6.93,0.0,0.0,clear sky
528,Matay,EG,2019-10-22 06:28:07,28.42,30.79,72.14,57,8,4.25,0.0,0.0,clear sky
529,Khartoum,SD,2019-10-22 06:28:07,15.59,32.54,89.6,35,0,9.17,0.0,0.0,clear sky
530,Yate,GB,2019-10-22 06:28:08,51.54,-2.41,46.4,87,0,3.36,0.0,0.0,clear sky
531,Zhanakorgan,KZ,2019-10-22 06:28:08,43.91,67.25,54.52,35,0,3.36,0.0,0.0,clear sky
532,Birchis,RO,2019-10-22 06:28:08,45.97,22.17,50.0,93,5,6.93,0.0,0.0,clear sky
533,Ibotirama,BR,2019-10-22 06:28:09,-12.18,-43.22,73.99,83,85,3.4,0.75,0.0,light rain
534,Tonantins,BR,2019-10-22 06:28:09,-2.86,-67.77,73.51,93,100,1.43,0.0,0.0,overcast clouds
535,Muncar,ID,2019-10-22 06:28:09,-8.43,114.34,78.19,81,76,15.57,0.0,0.0,broken clouds
536,Virginia Beach,US,2019-10-22 06:28:10,36.85,-75.98,61.0,87,90,3.36,0.0,0.0,overcast clouds
537,Nha Trang,VN,2019-10-22 06:28:10,12.24,109.19,91.4,63,20,12.75,0.0,0.0,few clouds
538,Rabo De Peixe,PT,2019-10-22 06:28:10,37.8,-25.58,59.0,87,75,4.7,0.0,0.0,broken clouds
539,Kostomuksha,RU,2019-10-22 06:23:33,64.59,30.6,32.41,97,100,9.46,0.0,0.0,overcast clouds
540,North Bend,US,2019-10-22 06:28:11,43.41,-124.22,57.99,100,90,6.93,0.0,0.0,overcast clouds
541,Ust-Kut,RU,2019-10-22 06:28:11,56.78,105.75,23.02,63,71,5.64,0.0,0.0,broken clouds
542,Muroto,JP,2019-10-22 06:28:11,33.37,134.14,78.8,44,40,13.87,0.0,0.0,scattered clouds
543,Nizhniy Kuranakh,RU,2019-10-22 06:28:12,58.84,125.49,29.5,76,100,5.12,0.0,0.25,light snow
544,Fukue,JP,2019-10-22 06:28:12,35.03,136.69,75.2,57,20,6.93,0.0,0.0,few clouds
545,Kutum,SD,2019-10-22 06:28:12,14.2,24.66,78.66,44,14,6.13,0.0,0.0,few clouds
546,Totskoye,RU,2019-10-22 06:28:12,52.53,52.75,48.47,66,100,17.11,0.0,0.0,overcast clouds
547,Chadiza,ZM,2019-10-22 06:28:13,-14.06,32.43,83.5,42,6,6.87,0.0,0.0,clear sky
548,Oeiras Do Para,BR,2019-10-22 06:28:13,-2.0,-49.85,75.43,84,0,3.94,0.0,0.0,clear sky
549,Prince Rupert,CA,2019-10-22 06:28:13,54.32,-130.32,51.8,93,90,16.11,0.0,0.0,light rain
550,Saquena,PE,2019-10-22 06:28:13,-4.67,-73.52,73.67,81,45,1.68,0.0,0.0,scattered clouds
551,Yen Bai,VN,2019-10-22 06:28:14,21.7,104.87,85.51,61,74,3.36,0.0,0.0,broken clouds
552,Shu,KZ,2019-10-22 06:28:14,43.6,73.76,52.54,36,0,5.08,0.0,0.0,clear sky
553,Clarksburg,US,2019-10-22 06:28:14,39.24,-77.28,60.01,93,90,5.82,0.0,0.0,overcast clouds
554,Vaitape,PF,2019-10-22 06:28:15,-16.52,-151.75,81.18,69,0,5.35,0.0,0.0,clear sky
555,Wuwei,CN,2019-10-22 06:28:15,37.93,102.64,61.92,28,0,4.9,0.0,0.0,clear sky
556,Canarana,BR,2019-10-22 06:28:15,-11.69,-41.77,72.66,77,94,4.32,2.38,0.0,light rain
557,Kjollefjord,NO,2019-10-22 06:28:15,70.95,27.35,30.2,80,75,13.87,0.0,0.0,broken clouds
558,Norsup,VU,2019-10-22 06:28:16,-16.07,167.38,82.4,74,75,8.05,0.0,0.0,broken clouds
559,Vestmannaeyjar,IS,2019-10-22 06:28:16,63.44,-20.27,35.19,71,35,18.1,0.0,0.0,scattered clouds
560,Vysokogornyy,RU,2019-10-22 06:28:16,50.1,139.13,44.08,43,0,13.31,0.0,0.0,clear sky
561,Moyale,ET,2019-10-22 06:28:17,3.52,39.05,76.33,72,86,11.56,0.0,0.0,overcast clouds
562,Awjilah,LY,2019-10-22 06:23:13,29.14,21.3,70.05,68,0,6.55,0.0,0.0,clear sky
563,Ternate,PH,2019-10-22 06:24:06,14.29,120.72,91.99,55,40,13.87,0.0,0.0,scattered clouds
